   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
   23000  3.57752522E-05 -1.45295599E-04  1.36684305E-01  1.36684955E-01  2.74040912E-03
   23100  4.21313218E-04  3.46473659E-05  1.36909899E-01  1.36910661E-01  2.68156075E-03
   23200  4.14984440E-05 -2.41823942E-05  1.37069522E-01  1.37070418E-01  2.86398662E-03
   23300 -2.15128949E-05  4.38417362E-06  1.36795211E-01  1.36795473E-01  2.67129687E-03
   23400  1.13811415E-04  2.81766566E-05  1.36954620E-01  1.36955107E-01  2.71527076E-03
   23500  6.92439288E-05 -6.89744699E-06  1.36975093E-01  1.36975618E-01  2.55834150E-03
   23600  2.03554065E-05 -1.49248824E-04  1.36780608E-01  1.36781038E-01  2.80908333E-03
   23700 -2.33047636E-05  1.29110187E-04  1.36973009E-01  1.36973494E-01  2.59831078E-03
   23800 -9.90686255E-05  8.58178037E-05  1.37053926E-01  1.37054362E-01  2.80863466E-03
   23900  2.54277537E-05  1.73436863E-05  1.36982944E-01  1.36983680E-01  2.59812433E-03
   24000  4.61102246E-05  5.96894120E-05  1.36957157E-01  1.36957668E-01  2.75943771E-03
   24100 -7.27948029E-05 -1.45999248E-06  1.37100637E-01  1.37100849E-01  2.70613394E-03
   24200  3.22565705E-05  1.07275708E-04  1.36846889E-01  1.36847724E-01  2.81319067E-03
   24300  5.61622186E-05 -7.75574208E-06  1.36942838E-01  1.36943450E-01  2.74730331E-03
   24400 -1.17476197E-04  1.94592262E-04  1.36963920E-01  1.36964465E-01  2.78100324E-03
   24500  2.61990762E-04 -2.04230001E-04  1.37011591E-01  1.37012388E-01  2.81697880E-03
   24600  5.89660439E-05 -7.44919444E-06  1.37023317E-01  1.37023931E-01  2.70210834E-03
   24700 -1.40795371E-04 -6.90284126E-05  1.36855148E-01  1.36855688E-01  2.56746733E-03
   24800  2.31522309E-05  2.72537115E-04  1.37051768E-01  1.37052489E-01  2.49785072E-03
   24900 -2.32123386E-05 -2.02996282E-04  1.37026007E-01  1.37026412E-01  2.64782826E-03
   25000  1.16358106E-04  7.54216471E-06  1.36852174E-01  1.36852485E-01  2.80303614E-03
   25100  9.41435724E-05  1.50920910E-04  1.36936465E-01  1.36937090E-01  2.73395987E-03
   25200  1.08720170E-04 -3.85202470E-05  1.36835977E-01  1.36836427E-01  2.59017989E-03
   25300  1.10828840E-04 -1.85589263E-05  1.36807108E-01  1.36807505E-01  2.92249773E-03
